"Story","Title","Result","Date","Stability","Duration (s)"
"Un usuario agrega un producto al carrito del sitio web demoblaze","Usuario selecciona y agrega un producto al carrito","SUCCESS","2023-01-31T14:47:29.367-05:00[America/Bogota]","0.0","33.54"
